eq_id;method;predicted_variable;output_unit;species_id;species_name_fr;species_code;validity_region;input_variable;input_unit;formula_type;explicit_formula;coeff_a;coeff_b;coeff_c;coeff_d;coeff_e;coeff_f;validity_range;remarks;reference_source;colonne1
d_vc22_br_ain;dagnelie;vc22br;m^3;16;aulne blanc;ALNUS_INCANA;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;-0.24892;0.0086317;-0.000098007;4.0531E-07;;;c130 [36-200]cm;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_ain;dagnelie;c130;cm;16;aulne blanc;ALNUS_INCANA;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.024265;-0.378675;;;;;c150 [35-195]cm;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_pca;dagnelie;vc22;m^3;24;peuplier hybride;POPULUSxCANADENSIS;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.0071727;-0.0022222;0.00010536;-1.0867E-07;;;c130 [36-200]cm;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_pca;dagnelie;vc22;m^3;24;peuplier hybride;POPULUSxCANADENSIS;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.033625;-0.0007522;0.000033851;-1.3071E-07;-0.0027675;2.7123E-06;c130 [36-200]cm hdom [12-30]m;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_pca;dagnelie;vc22;m^3;24;peuplier hybride;POPULUSxCANADENSIS;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.011392;-0.0001001;0.00002829;-1.8695E-07;-0.00059573;3.0811E-06;c130 [36-200]cm htot [8-30]m;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_pca;dagnelie;vc22br;m^3;24;peuplier hybride;POPULUSxCANADENSIS;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;-0.24892;0.0086317;-0.000098007;4.0531E-07;;;c130 [36-200]cm;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_pca;dagnelie;c130;cm;24;peuplier hybride;POPULUSxCANADENSIS;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.024265;-0.378675;;;;;c150 [35-195]cm;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_ptr;dagnelie;vc22;m^3;25;peuplier tremble;POPULUS_TREMULA;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.0071727;-0.0022222;0.00010536;-1.0867E-07;;;c130 [36-200]cm;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_ptr;dagnelie;vc22;m^3;25;peuplier tremble;POPULUS_TREMULA;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.033625;-0.0007522;0.000033851;-1.3071E-07;-0.0027675;2.7123E-06;c130 [36-200]cm hdom [12-30]m;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_ptr;dagnelie;vc22;m^3;25;peuplier tremble;POPULUS_TREMULA;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.011392;-0.0001001;0.00002829;-1.8695E-07;-0.00059573;3.0811E-06;c130 [36-200]cm htot [8-30]m;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_ptr;dagnelie;vc22br;m^3;25;peuplier tremble;POPULUS_TREMULA;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;-0.24892;0.0086317;-0.000098007;4.0531E-07;;;c130 [36-200]cm;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_ptr;dagnelie;c130;cm;25;peuplier tremble;POPULUS_TREMULA;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.024265;-0.378675;;;;;c150 [35-195]cm;Same coeff as BETULA_SP;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_pni;dagnelie;vc22;m^3;41;pin noir d'autriche;PINUS_NIGRA;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;-0.0052616;-0.001393;0.000088771;0.00014349;;;c130 [36-236]cm;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_pni;dagnelie;vc22;m^3;41;pin noir d'autriche;PINUS_NIGRA;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;-0.029634;0.0012079;4.4301E-06;7.0247E-08;-0.00065136;2.4096E-06;c130 [36-236]cm hdom [12-32]m;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_pni;dagnelie;vc22;m^3;41;pin noir d'autriche;PINUS_NIGRA;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.039836;0.0015505;-6.1835E-06;4.8022E-08;0.000073997;2.9607E-06;c130 [36-236]cm htot [10-34]m;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_pni;dagnelie;vc22br;m^3;41;pin noir d'autriche;PINUS_NIGRA;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;-0.037102;0.0016963;-0.000022619;1.0359E-07;;;c130 [36-236]cm;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_pni;dagnelie;c130;cm;41;pin noir d'autriche;PINUS_NIGRA;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.006364;0.8075757;;;;;c150 [35-235]cm;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_pla;dagnelie;vc22;m^3;42;pin weymouth;PINUS_LARICIO;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;-0.0052616;-0.001393;0.000088771;0.00014349;;;c130 [36-236]cm;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_pla;dagnelie;vc22;m^3;42;pin weymouth;PINUS_LARICIO;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;-0.029634;0.0012079;4.4301E-06;7.0247E-08;-0.00065136;2.4096E-06;c130 [36-236]cm hdom [12-32]m;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_pla;dagnelie;vc22;m^3;42;pin weymouth;PINUS_LARICIO;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.039836;0.0015505;-6.1835E-06;4.8022E-08;0.000073997;2.9607E-06;c130 [36-236]cm htot [10-34]m;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_pla;dagnelie;vc22br;m^3;42;pin weymouth;PINUS_LARICIO;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;-0.037102;0.0016963;-0.000022619;1.0359E-07;;;c130 [36-236]cm;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_pla;dagnelie;c130;cm;42;pin weymouth;PINUS_LARICIO;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.006364;0.8075757;;;;;c150 [35-235]cm;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_tba;dagnelie;vc22;m^3;49;if;TAXUS_BACCATA;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;-0.0052616;-0.001393;0.000088771;0.00014349;;;c130 [36-236]cm;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_tba;dagnelie;vc22;m^3;49;if;TAXUS_BACCATA;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;-0.029634;0.0012079;4.4301E-06;7.0247E-08;-0.00065136;2.4096E-06;c130 [36-236]cm hdom [12-32]m;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_tba;dagnelie;vc22;m^3;49;if;TAXUS_BACCATA;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.039836;0.0015505;-6.1835E-06;4.8022E-08;0.000073997;;c130 [36-236]cm htot [10-34]m;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_tba;dagnelie;vc22br;m^3;49;if;TAXUS_BACCATA;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;-0.037102;0.0016963;-0.000022619;1.0359E-07;;;c130 [36-236]cm;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_tba;dagnelie;c130;cm;49;if;TAXUS_BACCATA;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.006364;0.8075757;;;;;c150 [35-235]cm;Same coeff as PINUS_SYLVESTRIS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_apl;dagnelie;vc22;m^3;8;erable plane;ACER_PLATANOIDES;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;-0.019508;0.00015072;0.000057816;8.095E-08;;;c130 [36-249]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_apl;dagnelie;vc22;m^3;8;erable plane;ACER_PLATANOIDES;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031554;0.0014656;-1.1105E-06;6.1274E-08;-0.0047547;0.000002663;c130 [36-249]cm hdom [16-24]m;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_apl;dagnelie;vc22;m^3;8;erable plane;ACER_PLATANOIDES;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;0.010343;-0.0014341;0.000034521;-1.3053E-07;0.00077115;3.0231E-06;c130 [36-249]cm htot [12-30]m;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_apl;dagnelie;vc22br;m^3;8;erable plane;ACER_PLATANOIDES;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;-0.11209;0.0049981;-0.000074575;4.1686E-07;;;c130 [36-249]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_apl;dagnelie;c130;cm;8;erable plane;ACER_PLATANOIDES;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.013891;-0.0355732;;;;;c150 [35-245]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_aca;dagnelie;vc22;m^3;9;erable champetre;ACER_CAMPESTRE;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;-0.019508;0.00015072;0.000057816;8.095E-08;;;c130 [36-249]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_aca;dagnelie;vc22;m^3;9;erable champetre;ACER_CAMPESTRE;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031554;0.0014656;-1.1105E-06;6.1274E-08;-0.0047547;0.000002663;c130 [36-249]cm hdom [16-24]m;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_aca;dagnelie;vc22;m^3;9;erable champetre;ACER_CAMPESTRE;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;0.010343;-0.0014341;0.000034521;-1.3053E-07;0.00077115;3.0231E-06;c130 [36-249]cm htot [12-30]m;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_aca;dagnelie;vc22br;m^3;9;erable champetre;ACER_CAMPESTRE;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;-0.11209;0.0049981;-0.000074575;4.1686E-07;;;c130 [36-249]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_aca;dagnelie;c130;cm;9;erable champetre;ACER_CAMPESTRE;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.013891;-0.0355732;;;;;c150 [35-245]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_sau;dagnelie;vc22;m^3;20;sorbier;SORBUS_AUCUPARIA;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;-0.019508;0.00015072;0.000057816;8.095E-08;;;c130 [36-249]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_sau;dagnelie;vc22;m^3;20;sorbier;SORBUS_AUCUPARIA;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031554;0.0014656;-1.1105E-06;6.1274E-08;-0.0047547;0.000002663;c130 [36-249]cm hdom [16-24]m;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_sau;dagnelie;vc22;m^3;20;sorbier;SORBUS_AUCUPARIA;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;0.010343;-0.0014341;0.000034521;-1.3053E-07;0.00077115;3.0231E-06;c130 [36-249]cm htot [12-30]m;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_sau;dagnelie;vc22br;m^3;20;sorbier;SORBUS_AUCUPARIA;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;-0.11209;0.0049981;-0.000074575;4.1686E-07;;;c130 [36-249]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_sau;dagnelie;c130;cm;20;sorbier;SORBUS_AUCUPARIA;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.013891;-0.0355732;;;;;c150 [35-245]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_jsp;dagnelie;vc22;m^3;23;noyer;JUNGLANS_SP;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;-0.019508;0.00015072;0.000057816;8.095E-08;;;c130 [36-249]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_jsp;dagnelie;vc22;m^3;23;noyer;JUNGLANS_SP;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031554;0.0014656;-1.1105E-06;6.1274E-08;-0.0047547;0.000002663;c130 [36-249]cm hdom [16-24]m;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_jsp;dagnelie;vc22;m^3;23;noyer;JUNGLANS_SP;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;0.010343;-0.0014341;0.000034521;-1.3053E-07;0.00077115;3.0231E-06;c130 [36-249]cm htot [12-30]m;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_jsp;dagnelie;vc22br;m^3;23;noyer;JUNGLANS_SP;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;-0.11209;0.0049981;-0.000074575;4.1686E-07;;;c130 [36-249]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_jsp;dagnelie;c130;cm;23;noyer;JUNGLANS_SP;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.013891;-0.0355732;;;;;c150 [35-245]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_tsp;dagnelie;vc22;m^3;29;tilleul;TILLIA_SP;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;-0.019508;0.00015072;0.000057816;8.095E-08;;;c130 [36-249]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_tsp;dagnelie;vc22;m^3;29;tilleul;TILLIA_SP;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.031554;0.0014656;-1.1105E-06;6.1274E-08;-0.0047547;0.000002663;c130 [36-249]cm hdom [16-24]m;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_tsp;dagnelie;vc22;m^3;29;tilleul;TILLIA_SP;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;0.010343;-0.0014341;0.000034521;-1.3053E-07;0.00077115;3.0231E-06;c130 [36-249]cm htot [12-30]m;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_br_tsp;dagnelie;vc22br;m^3;29;tilleul;TILLIA_SP;wallonie;c130 ;c130_cm;d_vc22_br ;vc22_br=a+b*c130+c*c130^2+d*c130^3;-0.11209;0.0049981;-0.000074575;4.1686E-07;;;c130 [36-249]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_tsp;dagnelie;c130;cm;29;tilleul;TILLIA_SP;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.013891;-0.0355732;;;;;c150 [35-245]cm;Same coeff as ACER_PSEUDOPLATANUS;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_psi;dagnelie;vc22;m^3;37;epicea de sitka;PICEA_SITCHENSIS;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.032253;-0.0040132;0.00013221;-1.8894E-08;;;c130 [26-270]cm;Same coeff as PICEA_ABIES;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1g_psi;dagnelie;vc22;m^3;37;epicea de sitka;PICEA_SITCHENSIS;wallonie;c130,hdom;c130_cm, hdom_m;d_vc22_1g;vc22=a+b*c130+c*c130^2+d*c130^3+e*hdom+f*hdom*c130^2;0.013556;-0.0012885;0.000045703;-7.7036E-08;-0.0011374;2.5837E-06;c130 [26-270]cm hdom [10-42]m;Same coeff as PICEA_ABIES;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_2_psi;dagnelie;vc22;m^3;37;epicea de sitka;PICEA_SITCHENSIS;wallonie;c130,htot;c130_cm, htot_m;d_vc22_2;vc22=a+b*c130+c*c130^2+d*c130^3+e*htot+f*htot*c130^2;-0.010929;0.0013945;-9.5965E-06;-2.5164E-07;-0.0027922;4.8985E-06;c130 [26-270]cm htot [08-42]m;Same coeff as PICEA_ABIES;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
c150_c130_psi;dagnelie;c130;cm;37;epicea de sitka;PICEA_SITCHENSIS;wallonie;c150;c150_cm;c150_c130;c130=a*c150+b;1.019522;-0.3865942;;;;;c150 [26-265]cm;;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
d_vc22_1_aal;dagnelie;vc22;m^3;44;sapin blanc;ABIES_ALBA;wallonie;c130;c130_cm;d_vc22_1;vc22=a+b*c130+c*c130^2+d*c130^3;0.032253;-0.0040132;0.00013221;-1.8894E-08;;;c130 [26-270]cm;Same coeff as PICEA_ABIES;Dagnelie P., Rondeux J. & Palm R., 2013. cubage des arbres et des peuplements forestiers - Tables et équations, Presses agronomiques de Gembloux, Gembloux, Belgium.;
